[2024-09-23 10:01:04] Experiment directory created at /scratch2/ml/guojun/mvgeneration/results/09/23/languagetable_original
[2024-09-23 10:01:14] Model Parameters: 679,669,648
[2024-09-23 14:44:41] (step=0344500/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0064, Train Steps/Sec: 1.50
[2024-09-23 14:45:48] (step=0344600/epoch=0001) Train Loss: 0.0054, Gradient Norm: 0.0071, Train Steps/Sec: 1.50
[2024-09-23 14:46:54] (step=0344700/epoch=0001) Train Loss: 0.0052, Gradient Norm: 0.0092, Train Steps/Sec: 1.50
[2024-09-23 14:48:01] (step=0344800/epoch=0001) Train Loss: 0.0047, Gradient Norm: 0.0056, Train Steps/Sec: 1.50
[2024-09-23 14:49:08] (step=0344900/epoch=0001) Train Loss: 0.0061, Gradient Norm: 0.0248, Train Steps/Sec: 1.50
[2024-09-23 14:50:14] (step=0345000/epoch=0001) Train Loss: 0.0056, Gradient Norm: 0.0113, Train Steps/Sec: 1.50
[2024-09-23 14:51:21] (step=0345100/epoch=0001) Train Loss: 0.0068, Gradient Norm: 0.0104, Train Steps/Sec: 1.50
[2024-09-23 14:52:28] (step=0345200/epoch=0001) Train Loss: 0.0062, Gradient Norm: 0.0160, Train Steps/Sec: 1.50
[2024-09-23 14:53:35] (step=0345300/epoch=0001) Train Loss: 0.0053, Gradient Norm: 0.0080, Train Steps/Sec: 1.50
[2024-09-23 14:54:41] (step=0345400/epoch=0001) Train Loss: 0.0056, Gradient Norm: 0.0092, Train Steps/Sec: 1.50
[2024-09-23 14:55:48] (step=0345500/epoch=0001) Train Loss: 0.0067, Gradient Norm: 0.0070, Train Steps/Sec: 1.50
[2024-09-23 14:56:55] (step=0345600/epoch=0001) Train Loss: 0.0054, Gradient Norm: 0.0063, Train Steps/Sec: 1.50
[2024-09-23 14:58:01] (step=0345700/epoch=0001) Train Loss: 0.0053, Gradient Norm: 0.0145, Train Steps/Sec: 1.50
[2024-09-23 14:59:08] (step=0345800/epoch=0001) Train Loss: 0.0049, Gradient Norm: 0.0158, Train Steps/Sec: 1.50
[2024-09-23 15:00:15] (step=0345900/epoch=0001) Train Loss: 0.0066, Gradient Norm: 0.0120, Train Steps/Sec: 1.50
[2024-09-23 15:01:22] (step=0346000/epoch=0001) Train Loss: 0.0054, Gradient Norm: 0.0139, Train Steps/Sec: 1.50
[2024-09-23 15:02:28] (step=0346100/epoch=0001) Train Loss: 0.0052, Gradient Norm: 0.0082, Train Steps/Sec: 1.50
[2024-09-23 15:03:35] (step=0346200/epoch=0001) Train Loss: 0.0053, Gradient Norm: 0.0111, Train Steps/Sec: 1.50
[2024-09-23 15:04:42] (step=0346300/epoch=0001) Train Loss: 0.0052, Gradient Norm: 0.0137, Train Steps/Sec: 1.50
[2024-09-23 15:05:48] (step=0346400/epoch=0001) Train Loss: 0.0051, Gradient Norm: 0.0080, Train Steps/Sec: 1.50
[2024-09-23 15:06:55] (step=0346500/epoch=0001) Train Loss: 0.0043, Gradient Norm: 0.0105, Train Steps/Sec: 1.50
[2024-09-23 15:08:02] (step=0346600/epoch=0001) Train Loss: 0.0051, Gradient Norm: 0.0070, Train Steps/Sec: 1.50
[2024-09-23 15:09:08] (step=0346700/epoch=0001) Train Loss: 0.0061, Gradient Norm: 0.0087, Train Steps/Sec: 1.50
[2024-09-23 15:10:15] (step=0346800/epoch=0001) Train Loss: 0.0052, Gradient Norm: 0.0044, Train Steps/Sec: 1.50
[2024-09-23 15:11:22] (step=0346900/epoch=0001) Train Loss: 0.0054, Gradient Norm: 0.0064, Train Steps/Sec: 1.50
[2024-09-23 15:12:29] (step=0347000/epoch=0001) Train Loss: 0.0058, Gradient Norm: 0.0374, Train Steps/Sec: 1.50
[2024-09-23 15:13:35] (step=0347100/epoch=0001) Train Loss: 0.0057, Gradient Norm: 0.0106, Train Steps/Sec: 1.50
[2024-09-23 15:14:42] (step=0347200/epoch=0001) Train Loss: 0.0046, Gradient Norm: 0.0062, Train Steps/Sec: 1.50
[2024-09-23 15:15:49] (step=0347300/epoch=0001) Train Loss: 0.0054, Gradient Norm: 0.0153, Train Steps/Sec: 1.50
[2024-09-23 15:16:56] (step=0347400/epoch=0001) Train Loss: 0.0061, Gradient Norm: 0.0090, Train Steps/Sec: 1.50
[2024-09-23 15:18:02] (step=0347500/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0065, Train Steps/Sec: 1.50
[2024-09-23 15:19:09] (step=0347600/epoch=0001) Train Loss: 0.0043, Gradient Norm: 0.0100, Train Steps/Sec: 1.50
[2024-09-23 15:20:16] (step=0347700/epoch=0001) Train Loss: 0.0057, Gradient Norm: 0.0335, Train Steps/Sec: 1.50
[2024-09-23 15:21:22] (step=0347800/epoch=0001) Train Loss: 0.0065, Gradient Norm: 0.3366, Train Steps/Sec: 1.50
[2024-09-23 15:22:29] (step=0347900/epoch=0001) Train Loss: 0.0061, Gradient Norm: 0.0152, Train Steps/Sec: 1.50
[2024-09-23 15:23:36] (step=0348000/epoch=0001) Train Loss: 0.0055, Gradient Norm: 0.0119, Train Steps/Sec: 1.50
[2024-09-23 15:24:43] (step=0348100/epoch=0001) Train Loss: 0.0054, Gradient Norm: 0.0197, Train Steps/Sec: 1.50
[2024-09-23 15:25:49] (step=0348200/epoch=0001) Train Loss: 0.0063, Gradient Norm: 0.0115, Train Steps/Sec: 1.50
[2024-09-23 15:26:56] (step=0348300/epoch=0001) Train Loss: 0.0055, Gradient Norm: 0.0054, Train Steps/Sec: 1.50
[2024-09-23 15:28:03] (step=0348400/epoch=0001) Train Loss: 0.0053, Gradient Norm: 0.0105, Train Steps/Sec: 1.50
[2024-09-23 15:29:09] (step=0348500/epoch=0001) Train Loss: 0.0049, Gradient Norm: 0.0089, Train Steps/Sec: 1.50
[2024-09-23 15:30:16] (step=0348600/epoch=0001) Train Loss: 0.0052, Gradient Norm: 0.0087, Train Steps/Sec: 1.50
[2024-09-23 15:31:23] (step=0348700/epoch=0001) Train Loss: 0.0045, Gradient Norm: 0.0071, Train Steps/Sec: 1.50
[2024-09-23 15:32:29] (step=0348800/epoch=0001) Train Loss: 0.0047, Gradient Norm: 0.0082, Train Steps/Sec: 1.50
[2024-09-23 15:33:36] (step=0348900/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0090, Train Steps/Sec: 1.50
[2024-09-23 15:34:43] (step=0349000/epoch=0001) Train Loss: 0.0047, Gradient Norm: 0.0205, Train Steps/Sec: 1.50
[2024-09-23 15:35:49] (step=0349100/epoch=0001) Train Loss: 0.0053, Gradient Norm: 0.0079, Train Steps/Sec: 1.50
